josé mourinho	mourinho
437237833909403648	RT @chelseafc: Jose Mourinho reached an impressive landmark this afternoon... #CFC http://t.co/VGHHCHjr6h	421327594
437257125711314944	RT @FootyHumour: Jose Mourinho just casually chilling on the pitch.. http://t.co/PzqwC6s0p1	339297495
437262857701711872	RT @FootballFunnys: Jose Mourinho does what he wants http://t.co/BQJa2xJlNq	26466544
429262655157583873	Oficial: defesa francês é reforço para José Mourinho http://t.co/obeUEouC6B	229821499
428543058112573440	Jose Mourinho: My transfer window business is done: http://t.co/UGbe8FePGl via @youtube	64214932
428667882239954944	RT @TSBible: Sam Allardyce's comments about Jose Mourinho. Brilliant! http://t.co/nFrfenlfFE	218653131
428667522398044160	RT @TSBible: Sam Allardyce's comments about Jose Mourinho. Brilliant! http://t.co/nFrfenlfFE	23946350
429323256068591616	Yea"@Muyinho: Sergio Canales Madrazo to Real Sociedad.... smh. Another promising career ruined by Jose Mourinho."	81814146
428296901612830721	RT @Record_Portugal: Real Madrid - Carlo Ancelotti iguala José Mourinho http://t.co/hgTRsrsYXM	487056592
429259729936740353	[Photo] AC Milan Players, Kaka &amp; Essien Discussing Jose Mourinho http://t.co/f0C1itBVoW Via @okGist	126085432
428696794889863168	|Claro || Chelsea's Jose Mourinho says West Ham played '19th-century' football http://t.co/0yT5ouEKJK via @guardian|	63452015
428649499985465345	Mood: à espera de ouvir os cânticos "JOSÉ MOURINHO IS BORING!"	339134708
427865626032361472	Inglaterra: troca de palavras entre José Mourinho e Arséne Wenger http://t.co/euoQIGmlmJ	86233091
428300310260375552	RT @Record_Portugal: Real Madrid - Carlo Ancelotti iguala José Mourinho http://t.co/hgTRsrsYXM	124159838
430459494318223361	JOSÉ MOURINHO!!!! Chelsea beats all the way Man city at Manchester!	19301487
430261319519178752	Does"classic" Jose Mourinho mean antiquated, antique, old fashioned, out of date?	148813738
430444669655605248	RT @BBCSporf: BREAKING: Jose Mourinho makes a tactical second half substitution. http://t.co/JoRqg7JwNw	19736171
430480255036702720	RT @hundredroundz: I know two geniuses, Eden Hazard, and Jose Mourinho.	190407073
430455507065663488	Como fazer o City ser dominado em casa: ser José Mourinho.	457007707
439017760132063232	[A Bola] The Simpsons reforçam plantel de José Mourinho http://t.co/YIczIDo81g #desporto	485975606
438603444149321728	José Mourinho: «Só usei 5 jogadores da equipa de Mancini» :: zerozero.pt http://t.co/dBdnaETKdn	31594288
438844506218053634	José Mourinho rues Chelsea lack of killer instinct against Galatasaray http://t.co/bP904uxHAP	42596485
438847609986248704	[Futebol365] José Mourinho classifica de «resultado lógico» empate com Galatasaray http://t.co/7r1BFbu3sW #desporto	485975606
